text	label
2019年4月1日3时许，福建省福州市长乐区航城街道航辉小区13栋504单元发生火灾，经消防人员扑救，火势于3时40分被扑灭，火灾造成4人死亡。	[('Object', 51, 53), ('RES', 60, 62), ('Time', 0, 12), ('Participant', 44, 48), ('FIRE', 40, 42), ('Participant', 67, 69), ('RES', 48, 50), ('Location', 13, 38), ('CAS', 69, 71), ('Time', 54, 59)]
14日下午4时30分，“太铁大秦车务段”发布最新通报称，铁路部门已派出6列救援列车和近1000名工作人员赶赴现场，从货车两端展开救援工作，疏解区间停留车辆，对脱线的车辆进行起复，以最快速度抢通线路。	[('Object', 64, 68), ('Location', 54, 56), ('RES', 86, 88), ('RES', 94, 96), ('RES', 62, 64), ('RES', 52, 54), ('RES', 69, 71), ('Object', 96, 98), ('Object', 71, 77), ('Participant', 28, 32), ('Object', 79, 84), ('Time', 0, 10), ('Object', 35, 41), ('Participant', 42, 52), ('RES', 33, 35), ('Object', 22, 26), ('Participant', 11, 20), ('MAN', 20, 22)]
黔南州委、州政府主要负责同志立即安排部署，州政府有关负责同志，福泉市委、市政府主要负责同志及州、市相关部门负责同志在现场紧急开展处置。	[('Participant', 0, 14), ('RES', 18, 20), ('Participant', 46, 57), ('Location', 58, 60), ('RES', 62, 66), ('Participant', 31, 45), ('Participant', 21, 30)]
事故造成1人死亡，4人受伤。	[('Participant', 9, 11), ('Participant', 4, 6), ('CAS', 11, 13), ('CAS', 6, 8)]
2019年6月19日下午3点15分，山西忻州市宁武县钜盛能源集团庄旺煤业一回风顺槽巷道在加固维护过程中发生冒顶事故，事故发生时，当班入井人数为112人，安全升井104人，两人留在现场进行联系和救援工作，其余6人被困。	[('COAL', 53, 57), ('Object', 93, 100), ('RES', 91, 93), ('Location', 89, 91), ('Participant', 85, 87), ('RES', 76, 80), ('Participant', 103, 105), ('COAL', 105, 107), ('Time', 0, 17), ('Participant', 80, 84), ('Time', 58, 63), ('Location', 18, 43)]
事发后，区领导及相关部门紧急赶赴现场指挥处置。	[('Location', 16, 18), ('RES', 14, 16), ('RES', 18, 22), ('Participant', 4, 12), ('Time', 0, 3)]
接报后，公安、卫生、安监等部门迅速赶往现场救援。	[('Participant', 4, 6), ('Participant', 10, 15), ('Location', 19, 21), ('Participant', 7, 9), ('RES', 17, 19), ('Time', 0, 2)]
2018年5月17日上午11时20分，海南五指山市一个在建小区工地在拆除塔吊过程中塔吊倒塌，事故造成3人当场死亡，1人送医抢救无效死亡，数辆停在塔吊附近的小轿车被压。	[('RES', 59, 63), ('Object', 41, 43), ('BUILD', 80, 82), ('Time', 0, 18), ('Participant', 57, 59), ('Location', 52, 54), ('BUILD', 43, 45), ('Object', 77, 80), ('CAS', 54, 56), ('Location', 19, 33), ('Location', 70, 76), ('Participant', 50, 52), ('CAS', 65, 67)]
火灾原因正在进一步调查中。	[('Object', 0, 4), ('MAN', 9, 11)]
2019年10月31日凌晨1时许，广东湛江市坡头区官渡镇广湛路南一家二层五金店发生火灾，该店第一层起火，过火面积约60平方米。	[('Time', 0, 16), ('Location', 17, 39), ('FIRE', 49, 51), ('LOSS', 52, 56), ('Object', 56, 62), ('Location', 44, 49), ('FIRE', 41, 43)]
目前，此事故正在进一步调查处理中。	[('MAN', 11, 15), ('Object', 4, 6), ('Time', 0, 2)]
2018年1月14日12时45分左右，蒙都羊业厂区内生产车间发生起火事故。	[('FIRE', 32, 34), ('Time', 0, 18), ('Location', 19, 30)]
2020年10月15日10时许，位于更合镇的佛山市高明区冠王五金塑料有限公司仓库发生火灾，现场人员全部疏散，有1人轻伤，伤者送至高明区人民医院救治。	[('Time', 0, 15), ('RES', 51, 53), ('RES', 62, 64), ('CAS', 57, 59), ('Location', 64, 71), ('Participant', 60, 62), ('FIRE', 42, 44), ('Location', 18, 40), ('RES', 71, 73), ('Participant', 55, 57), ('Location', 45, 47), ('Participant', 47, 49)]
目前，事故相关责任人已被采取强制措施，火灾原因正在调查中。	[('Object', 14, 18), ('MAN', 25, 27), ('MAN', 12, 14), ('Participant', 3, 10), ('Object', 19, 23), ('Time', 0, 2)]
目前当地已对事故区域实施警戒，对涉事车辆进行冷却，对泄漏物进行稀释，并就下一步处置措施与相关专家进行紧急商讨研究。	[('Location', 6, 10), ('Object', 36, 43), ('RES', 31, 33), ('RES', 22, 24), ('Participant', 44, 48), ('MAN', 52, 56), ('Object', 26, 29), ('Time', 0, 2), ('Object', 16, 20), ('RES', 12, 14)]
2020年1月23日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
目前，事故具体原因仍在调查中。	[('MAN', 11, 13), ('Time', 0, 2), ('Object', 3, 9)]
起火原因正在进一步调查中。	[('MAN', 9, 11), ('Object', 0, 4)]
2018年8月11日凌晨2时42分，110指挥中心接到报警称，在陵水县椰林镇城南村一栋五层楼房发生火灾，有多名群众被困。	[('Time', 0, 17), ('Participant', 53, 57), ('FIRE', 49, 51), ('Location', 32, 47), ('Participant', 18, 25), ('FIRE', 57, 59), ('RES', 25, 29)]
2019年2月22日，广西钦州一6层民房突发火灾，起火部位位于一层大厅，楼内多人被困，当地消防赶往现场处置。	[('FIRE', 22, 24), ('Participant', 43, 47), ('Location', 11, 20), ('Time', 0, 10), ('FIRE', 25, 29), ('Location', 36, 38), ('FIRE', 40, 42), ('RES', 47, 49), ('Participant', 38, 40), ('Location', 49, 51), ('Location', 31, 35)]
16时30分许，重伤的工人经抢救无效不幸离世，另一名工人正在医院接受治疗，目前文昌市政府正在全力做好受伤工人的救治工作以及家属的安抚工作。	[('Object', 50, 59), ('RES', 34, 36), ('Participant', 39, 44), ('Time', 0, 7), ('CAS', 20, 22), ('Time', 37, 39), ('Location', 30, 32), ('Participant', 8, 13), ('MAN', 48, 50), ('Object', 61, 68), ('Participant', 23, 28)]
2021年8月28日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
事故发生后，省、市主要领导第一时间作出批示，提出处置要求，市、县相关领导和部门负责人迅即赶赴现场指挥救治和现场处置工作。	[('Object', 50, 59), ('RES', 48, 50), ('RES', 19, 21), ('Participant', 37, 42), ('Time', 0, 5), ('Participant', 29, 36), ('Location', 46, 48), ('Participant', 6, 13), ('RES', 44, 46)]
2021年2月25日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
现场1人被困、8人受伤，伤员及时送往许昌市中心医院治疗。	[('RES', 25, 27), ('Participant', 12, 14), ('CAS', 9, 11), ('BUILD', 4, 6), ('Location', 0, 2), ('Location', 18, 25), ('Participant', 7, 9), ('RES', 16, 18), ('Participant', 2, 4)]
后经消防救援人员全面搜索清理，发现起火建筑内有3名死者，经核实为园区物业管理公司员工。	[('Location', 17, 22), ('Participant', 2, 8), ('CAS', 25, 27), ('Participant', 23, 25), ('RES', 10, 14)]
2021年9月10日14时01分，中国铁建股份有限公司、中铁十一局集团有限公司联合体承建的成都轨道交通17号线二期工程建设北路站在搭建地面防尘降噪棚时，部分棚网架发生垮塌。	[('Object', 67, 74), ('Time', 0, 16), ('Object', 76, 81), ('BUILD', 65, 67), ('Location', 45, 64), ('BUILD', 83, 85)]
事故发生后，六盘水市消防救援支队调派4个消防救援站15车55人赶赴现场处置。	[('Location', 33, 35), ('RES', 31, 33), ('Time', 0, 5), ('Participant', 28, 31), ('RES', 16, 18), ('Object', 25, 28), ('Participant', 18, 25), ('Participant', 6, 16)]
2021年7月17日15时10分许，滁新高速合肥往阜阳方向137KM+900M路段处发生一起道路交通事故，一辆牌照为皖SYU922小型客车（私家车）发生追尾，造成小型客车内3人死亡、2人受伤。	[('TRA', 46, 52), ('Time', 0, 17), ('CAS', 88, 90), ('Participant', 86, 88), ('Participant', 91, 93), ('Object', 58, 69), ('Location', 81, 86), ('CAS', 93, 95), ('Location', 18, 42), ('TRA', 76, 78)]
目前，被困人员全部救出，该事故造成8人遇难，2人受伤。	[('Participant', 22, 24), ('CAS', 19, 21), ('Participant', 17, 19), ('Participant', 3, 7), ('CAS', 24, 26), ('RES', 9, 11), ('Time', 0, 2)]
2019年11月25日凌晨，毕节市织金县三甲煤矿发生疑似煤与瓦斯突出事故，致8人被困。	[('COAL', 40, 42), ('Time', 0, 13), ('COAL', 32, 34), ('Object', 28, 32), ('Participant', 38, 40), ('Location', 14, 24)]
截至3日晚17时49分，京藏高速多车事故清理完毕。	[('MAN', 20, 24), ('Time', 2, 11), ('Object', 12, 20)]
截至记者发稿时，大火已被扑灭。	[('RES', 12, 14), ('Object', 8, 10)]
火灾发生具体原因正在调查当中。	[('Object', 0, 8), ('MAN', 10, 12)]
据传出的画面显示，现场黑烟滚滚。	[('Location', 9, 11), ('Object', 11, 13), ('FIRE', 13, 15)]
目前，塔内化学残留物存在不稳定性，容易复燃，下一步，消防部门将继续做好降温冷却等善后工作，确保万无一失，市区应急管理部门将联合环保部门启动事故调查。	[('Participant', 52, 60), ('MAN', 33, 35), ('Participant', 63, 67), ('Participant', 26, 30), ('Object', 69, 73), ('MAN', 67, 69), ('Object', 35, 44)]
2021年10月13日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
区消防救援大队立即调派消防力量赶赴现场处置，于4时21分扑灭火势。	[('Time', 23, 28), ('Participant', 0, 7), ('Location', 17, 19), ('RES', 28, 30), ('RES', 9, 11), ('Object', 30, 32), ('Participant', 11, 15), ('RES', 15, 17)]
晚上7点左右，6人被救出，送往医院抢救无效，不幸遇难。	[('RES', 10, 12), ('Participant', 7, 9), ('Location', 15, 17), ('RES', 13, 15), ('CAS', 24, 26), ('RES', 17, 19), ('Time', 0, 6)]
截至目前明火已扑灭，9名伤员已送医救治（其中2人死亡）。	[('RES', 15, 19), ('Participant', 10, 14), ('Participant', 20, 24), ('Object', 4, 6), ('RES', 7, 9), ('CAS', 24, 26), ('Time', 2, 4)]
2018年8月28日4时40分许，在朝阳区东四环红领巾桥北北向南方向发生一起交通事故，造成2人死亡。	[('TRA', 38, 42), ('Location', 18, 34), ('CAS', 47, 49), ('Participant', 45, 47), ('Time', 0, 16)]
2018年11月28日凌晨，张家口市桥东区大仓盖镇盛华化工有限公司附近发生一起爆炸事故。	[('Location', 14, 35), ('Time', 0, 13), ('CHEM', 39, 41)]
2021年4月10日18时10分许，新疆昌吉州呼图壁县雀尔沟镇丰源煤矿矿井在技术改造过程中，突发透水事故，导致井下断电、通讯中断。	[('COAL', 62, 64), ('Location', 18, 37), ('COAL', 57, 59), ('Object', 60, 62), ('COAL', 48, 50), ('Time', 0, 17), ('Location', 55, 57)]
2020年3月13日凌晨4点30分左右，信阳市平桥区氟鑫矿业有限公司在开展清理巷道、疏通管路等开工前准备工作时，发生矿井透水事故。	[('Object', 37, 54), ('COAL', 35, 37), ('Time', 0, 19), ('Location', 20, 34), ('COAL', 60, 62), ('Object', 58, 60)]
同时，中国应急管理部派出由副部长、国家煤监局局长黄玉治带队的工作组赶赴现场，指导开展救援和事故调查处置工作。	[('Object', 42, 53), ('RES', 10, 12), ('Location', 35, 37), ('Participant', 13, 33), ('RES', 38, 40), ('RES', 33, 35), ('Participant', 3, 10), ('Time', 0, 2)]
火灾发生后，临安区委区政府主要领导第一时间作出批示，要求全力抢救伤者，迅速查明原因，做好善后工作。	[('RES', 30, 32), ('Time', 0, 5), ('Participant', 32, 34), ('MAN', 37, 39), ('Object', 39, 41), ('RES', 23, 25), ('Object', 44, 48), ('MAN', 42, 44), ('Participant', 6, 17)]
另外3名被困人员仍在紧张救援中。	[('Participant', 2, 8), ('RES', 12, 14)]
2022年6月14日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2020年7月4日15时40分许，贵阳市观山湖区百花湖镇石操村一栋两层民房垮塌，目前现场搜救工作已结束。	[('RES', 49, 51), ('Object', 44, 48), ('BUILD', 37, 39), ('Time', 40, 42), ('Time', 0, 16), ('Location', 42, 44), ('Location', 17, 37)]
经核实，本次火灾过火面积4000平方米，造成直接经济损失约300万元。	[('Object', 12, 19), ('LOSS', 8, 12), ('Object', 28, 34), ('LOSS', 22, 28)]
事故造成2人重伤，经送医抢救无效死亡，此外，还有一名伤者在医院接受救治。	[('Participant', 4, 6), ('RES', 10, 14), ('Participant', 24, 28), ('CAS', 6, 8), ('Location', 29, 31), ('RES', 33, 35), ('CAS', 16, 18)]
事故造成现场3人死亡，1人受伤。	[('Participant', 6, 8), ('CAS', 13, 15), ('Participant', 11, 13), ('CAS', 8, 10), ('Location', 4, 6)]
宋某某儿子，5岁，轻微伤；	[('Participant', 0, 5), ('CAS', 9, 12)]
18名伤员伤情多为皮肤烧伤、呼吸道灼伤等，分别收治在哈尔滨市第一医院、哈尔滨市第五医院，经及时救治，目前生命体征平稳。	[('CAS', 52, 58), ('Participant', 0, 5), ('Location', 35, 43), ('RES', 23, 25), ('Location', 26, 34), ('Time', 50, 52), ('CAS', 9, 19)]
2019年12月10日4时45分许，在G40沪陕高速(六安段)上行线730KM+157M处，发生一起道路交通事故，一辆小型普通客车(面包车)与一辆重型半挂牵引车发生事故，致使小型普通客车起火燃烧，事故造成3人死亡、4人受轻微伤。	[('FIRE', 93, 97), ('CAS', 104, 106), ('TRA', 50, 56), ('Object', 87, 93), ('Location', 19, 45), ('Time', 0, 17), ('Object', 57, 70), ('TRA', 82, 84), ('Participant', 107, 109), ('CAS', 109, 113), ('Object', 71, 80), ('Participant', 102, 104)]
2019年1月21日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2022年12月29日上午6时许，内蒙古自治区呼伦贝尔市额尔古纳市莫尔道嘎镇一家烧烤店突发大火，店主一家3口不幸身亡。	[('CAS', 56, 58), ('FIRE', 45, 47), ('Location', 17, 43), ('Time', 0, 16), ('Participant', 48, 54)]
2022年7月20日凌晨2点多，铜川市耀州区金恒矿业有限公司K2矿采区2名挖机司机、1名运输司机在原采空区进行回填作业时，作业区上方土层发生坍塌，造成3名司机及车辆被埋。	[('Location', 49, 53), ('COAL', 82, 84), ('Participant', 75, 79), ('Participant', 42, 48), ('Participant', 35, 41), ('Object', 80, 82), ('COAL', 70, 72), ('Location', 16, 35), ('Time', 0, 15), ('Object', 61, 68)]
经连续15小时不间断抢救，16日上午十点十分，被困工人被成功救出，神智清醒，生命体征稳定，目前已被送往海口市人民医院救治。	[('RES', 49, 51), ('CAS', 38, 44), ('RES', 30, 32), ('Location', 51, 58), ('RES', 58, 60), ('Time', 13, 22), ('Time', 45, 47), ('Participant', 23, 27)]
交警部门在现场五百米外全部警戒，并禁止双向通车。	[('MAN', 13, 15), ('Object', 19, 23), ('Location', 5, 11), ('Participant', 0, 4), ('MAN', 17, 19)]
事故发生后，当地高度重视，立即组织相关部门在第一时间赶赴现场，启动应急预案，展开救援工作。	[('Location', 28, 30), ('RES', 31, 33), ('Participant', 17, 21), ('RES', 26, 28), ('Time', 0, 5), ('Object', 33, 37), ('RES', 38, 40), ('Object', 40, 44)]
初步了解，该矿当班下井334人，险情发生后312人升井，22人被困井下。	[('Location', 33, 35), ('Participant', 28, 31), ('COAL', 31, 33), ('Participant', 21, 25), ('RES', 25, 27), ('Time', 16, 21)]
经警方查明，失火原因系扫墓人员引发。	[('Participant', 1, 3), ('MAN', 3, 5), ('Object', 6, 10), ('FIRE', 15, 17), ('Participant', 11, 15)]
13日，厦门消防发布警情通报，2021年10月12日17时许，思明区梧村街道罗宾森小区二期三号楼1905室发生火情，消防、应急、公安、120及思明区等单位立即到场救援，受伤人员第一时间送医救治，目前2人死亡、1人正在抢救中。	[('FIRE', 55, 57), ('RES', 92, 96), ('Location', 31, 53), ('Participant', 4, 8), ('Participant', 104, 106), ('RES', 79, 83), ('MAN', 8, 10), ('Participant', 71, 77), ('Participant', 99, 101), ('CAS', 101, 103), ('RES', 108, 110), ('Participant', 67, 70), ('Object', 10, 14), ('Participant', 84, 88), ('Time', 15, 30), ('Participant', 64, 66), ('Time', 0, 3), ('Participant', 61, 63), ('Participant', 58, 60)]
2020年9月14日6时10分左右，周口市消防救援支队接报，位于周口市川汇区荷花路办事处前王庄社区七组一居民二层楼房发生倒塌。	[('BUILD', 60, 62), ('Location', 32, 58), ('RES', 27, 29), ('Time', 0, 17), ('Participant', 18, 27)]
被困一名65岁男子于当日救出，后经抢救无效死亡。	[('Time', 10, 12), ('RES', 12, 14), ('Participant', 0, 9), ('CAS', 21, 23), ('RES', 17, 19)]
2020年4月18日5时10分许，盐洛高速公路亳州段上行525KM处，一辆牌照为豫PDY685小型客车行驶中刮碰到中央隔离护栏后侧翻，被随后同向行驶的一辆牌照为皖SA8901重型半挂车(挂SV648)碰撞，导致小型客车乘员1人当场死亡、3人经抢救无效后死亡，事故原因调查和善后处置工作正在进行中。	[('TRA', 54, 56), ('Object', 57, 63), ('Participant', 105, 113), ('RES', 121, 123), ('CAS', 126, 128), ('Location', 17, 34), ('Object', 136, 142), ('Location', 113, 115), ('Object', 40, 51), ('Object', 80, 100), ('TRA', 64, 66), ('Time', 0, 16), ('TRA', 100, 102), ('Participant', 118, 120), ('Object', 129, 135), ('MAN', 144, 146), ('CAS', 115, 117)]
2020年11月5日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
其他25名伤者正在全力救治，其中2人病重，9人病情较重，其他受伤人员伤情较轻、病情稳定。	[('CAS', 18, 20), ('Participant', 28, 34), ('Participant', 21, 23), ('Participant', 16, 18), ('CAS', 34, 38), ('Participant', 0, 7), ('CAS', 23, 27), ('RES', 11, 13)]
常务副省长王宁来到应急管理厅指挥中心进行救援调度。	[('Participant', 0, 7), ('RES', 20, 24), ('Location', 9, 18), ('RES', 7, 9)]
起火部位位于1层楼梯间，过火面积28平方米，燃烧物质为电动车。	[('LOSS', 12, 16), ('Location', 6, 11), ('Object', 16, 21), ('FIRE', 22, 26), ('FIRE', 0, 4), ('Object', 27, 30)]
2018年6月15日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
截至10月29日凌晨3点，10名失联人员已经全部找到，其中8人死亡，2人受伤。	[('CAS', 36, 38), ('RES', 24, 26), ('Participant', 34, 36), ('CAS', 31, 33), ('Participant', 13, 20), ('Participant', 29, 31), ('Time', 2, 12)]
截至目前共造成4人死亡，1人受伤。	[('Participant', 12, 14), ('CAS', 14, 16), ('CAS', 9, 11), ('Time', 2, 4), ('Participant', 7, 9)]
应急、消防、公安等相关部门及茂名石化全力开展处置工作。	[('Participant', 0, 13), ('Object', 22, 26), ('Participant', 14, 18), ('RES', 20, 22)]
2021年6月20日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
截至上午11时30分，现场清理结束，事故共造成7人死亡，4人受伤，受伤人员均已第一时间送往当地医院救治，目前生命体征平稳。	[('RES', 49, 51), ('Location', 45, 49), ('Location', 11, 13), ('RES', 43, 45), ('Participant', 23, 25), ('RES', 13, 17), ('Participant', 33, 37), ('CAS', 25, 27), ('Time', 2, 10), ('Participant', 28, 30), ('CAS', 54, 60), ('CAS', 30, 32)]
目前，事故原因正在调查中。	[('Time', 0, 2), ('MAN', 9, 11), ('Object', 3, 7)]
1时55分现场明火已控制，3时15分现场明火全部扑灭，事故共造成3人死亡，2人受伤。	[('Object', 20, 22), ('CAS', 34, 36), ('Time', 13, 18), ('Location', 5, 7), ('Time', 0, 5), ('RES', 24, 26), ('Participant', 32, 34), ('CAS', 39, 41), ('RES', 10, 12), ('Object', 7, 9), ('Location', 18, 20), ('Participant', 37, 39)]
2018年1月24日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2023年1月22日18时17分许，六安市霍邱县白莲乡038乡道发生一起小型普通客车与行人的道路交通事故，致行人李某福、李某江、刘某经抢救无效后死亡。	[('TRA', 46, 52), ('Participant', 56, 59), ('Participant', 64, 67), ('RES', 67, 69), ('Location', 18, 32), ('Object', 36, 42), ('CAS', 72, 74), ('Participant', 43, 45), ('Participant', 60, 63), ('Time', 0, 17)]
接报后，六安市调配公安、消防、安监、卫计、住建、城管、街道等人员力量进行抢救。	[('Participant', 18, 20), ('Participant', 15, 17), ('Participant', 21, 23), ('Participant', 24, 26), ('Participant', 4, 7), ('Time', 0, 3), ('Participant', 27, 34), ('Participant', 9, 11), ('RES', 36, 38), ('RES', 7, 9), ('Participant', 12, 14)]
2020年8月6日报道。	[('MAN', 9, 11), ('Time', 0, 9)]
被困人员曹某、黄某已找到并送往医院，经医生确认，已无生命体征。	[('Participant', 19, 21), ('Participant', 0, 9), ('RES', 13, 15), ('CAS', 24, 29), ('Location', 15, 17), ('RES', 21, 23), ('RES', 10, 12)]
2018年4月24日零时30分，英德110接报称，广东省清远市茶园路一KTV发生火灾。	[('FIRE', 40, 42), ('Location', 25, 38), ('Participant', 16, 21), ('Time', 0, 15), ('RES', 21, 23)]
据悉，事故已造成1人当场死亡，1人送医抢救无效身亡，另有4人受伤。	[('RES', 17, 21), ('Participant', 8, 10), ('CAS', 23, 25), ('Participant', 15, 17), ('Location', 10, 12), ('Participant', 28, 30), ('CAS', 12, 14), ('CAS', 30, 32)]
另据了解，其他善后工作也已有序展开，楼内住户均已妥善安置到宾馆等临时居住场所。	[('MAN', 15, 17), ('Participant', 18, 22), ('Location', 29, 38), ('Object', 7, 11), ('MAN', 26, 28)]
2019年1月12日16时30分许，陕西省神木市百吉矿业李家沟煤矿井下发生事故。	[('Location', 18, 35), ('COAL', 37, 39), ('Time', 0, 17)]
接报后，龙岩市、上杭县迅速赶赴现场组织救援。	[('RES', 13, 15), ('Location', 15, 17), ('Participant', 4, 11), ('Time', 0, 3), ('RES', 17, 21)]
事故发生后，该市相关领导第一时间赶赴现场处置。	[('Time', 0, 5), ('RES', 16, 18), ('Participant', 6, 12), ('Location', 18, 20)]
给予富源县能源局、老厂镇党委、老厂镇人民政府通报问责。	[('Participant', 9, 14), ('Participant', 2, 8), ('MAN', 22, 26), ('Participant', 15, 22)]
据救援现场最新消息，因现场已不再适用大型机械，黑龙江森林消防总队哈尔滨市支队32人已架设照明设备，目前正与哈尔滨市消防救援支队指战员交替持续进行人工搜救挖掘工作。	[('RES', 66, 72), ('Time', 49, 51), ('Participant', 53, 66), ('Object', 72, 80), ('RES', 42, 44), ('Object', 44, 48), ('Participant', 23, 41)]
2019年4月25日下午3时30分许，在荥阳市刘河镇小寨村一碳素厂内，几名工人在拆除厂内的一座窑炉时，窑炉坍塌，3名工人被埋。	[('Participant', 35, 39), ('Time', 0, 18), ('BUILD', 53, 55), ('BUILD', 40, 42), ('Object', 47, 49), ('BUILD', 60, 62), ('Object', 51, 53), ('Location', 20, 33), ('Participant', 56, 60)]
10时45分，消防救援人员从火灾现场救出被困人员18人，2人经抢救无效死亡，3人重伤送医抢救，鄂托克旗第二人民医院与石嘴山医院4名专家组成员全力以赴救治3名重伤人员。	[('RES', 31, 33), ('Participant', 28, 30), ('Participant', 38, 40), ('Time', 0, 6), ('CAS', 40, 42), ('Participant', 47, 70), ('Participant', 20, 27), ('RES', 42, 46), ('RES', 18, 20), ('Participant', 7, 13), ('CAS', 35, 37), ('Location', 14, 18), ('Participant', 76, 82), ('RES', 74, 76)]
2020年3月19日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
目前中山市已成立事故处理专责小组，事故原因正在调查之中。	[('Participant', 8, 16), ('Participant', 2, 5), ('MAN', 23, 25), ('MAN', 6, 8), ('Time', 0, 2), ('Object', 17, 21)]
百色市消防救援支队先后调派7个中队，22辆消防车，160人前往现场救援。	[('Object', 18, 24), ('RES', 33, 35), ('Location', 31, 33), ('RES', 11, 13), ('RES', 29, 31), ('Participant', 13, 17), ('Participant', 25, 29), ('Participant', 0, 9)]
2018年2月3日21时许，合肥交警支队高速六大队接到指令，在合肥往芜湖方向70公里处附近发生一起5车连环相撞事故。	[('Object', 49, 51), ('RES', 25, 29), ('Time', 0, 13), ('Location', 31, 45), ('Participant', 14, 25), ('TRA', 51, 55)]
事故造成9人伤亡，其中7人抢救无效死亡，1人重伤，1人轻伤。	[('Participant', 4, 6), ('CAS', 27, 29), ('Participant', 20, 22), ('CAS', 17, 19), ('Participant', 11, 13), ('RES', 13, 15), ('CAS', 22, 24), ('Participant', 25, 27), ('CAS', 6, 8)]
2021年9月3日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
国务院安全生产委员会决定对该事故查处实行挂牌督办。	[('MAN', 20, 24), ('Participant', 0, 10), ('Object', 13, 18)]
此次事故共有4人被移送司法机关追究刑事责任，有13人被给予行政处罚，有19人被移交纪检监察机关及相关单位追究责任。	[('Participant', 41, 52), ('MAN', 39, 41), ('Object', 17, 21), ('Participant', 11, 15), ('MAN', 29, 33), ('Participant', 6, 8), ('Participant', 35, 38), ('MAN', 52, 54), ('MAN', 9, 11), ('Participant', 23, 26), ('MAN', 15, 17), ('Object', 54, 56)]
经初步调查,本次事故系小客车驾驶员彭某操作不当引起,事故原因正进一步调查中。	[('TRA', 19, 23), ('Object', 26, 30), ('MAN', 34, 36), ('Participant', 11, 19)]
2022年11月3日22时31分左右，安徽滁州来安县一化工厂发生火灾事故，当地消防公安等部门已赶往现场进行处置，并于11月4日2时59分将明火全部扑灭。	[('CHEM', 32, 34), ('RES', 73, 75), ('Location', 19, 30), ('Time', 58, 68), ('Participant', 39, 46), ('Time', 0, 18), ('RES', 47, 49), ('Location', 49, 51), ('Object', 69, 71)]
事故现场当时有8名工人，1人经抢救无效死亡;1人被困，经救援无效后宣告死亡;3人受伤，正在医院观察治疗，生命体征平稳。	[('Participant', 12, 14), ('Participant', 38, 40), ('Participant', 22, 24), ('Location', 45, 47), ('RES', 15, 17), ('CAS', 40, 42), ('RES', 28, 30), ('CAS', 35, 37), ('RES', 47, 51), ('BUILD', 24, 26), ('CAS', 19, 21)]
其间，120赶到现场后将伤者送往医院。	[('Object', 3, 6), ('Participant', 12, 14), ('RES', 14, 16), ('RES', 6, 8), ('Location', 8, 10), ('Time', 0, 2), ('Location', 16, 18)]
目前，搜救工作已结束，当地政府已组成事故调查组对事故展开调查。	[('Object', 24, 26), ('Participant', 11, 15), ('MAN', 28, 30), ('Participant', 18, 23), ('MAN', 16, 18), ('Object', 3, 7), ('Time', 0, 2), ('RES', 8, 10)]
接到事故报告后，总局高度重视，党组书记、局长王玉普立即派员赶赴事故现场，指导协助地方政府全力做好伤员救治等事故处置工作，要求河北省安监局尽快查明事故原因，查清谎报情况，依法依规严肃迫责。	[('Participant', 40, 44), ('Location', 31, 35), ('Object', 79, 83), ('RES', 36, 38), ('Object', 2, 6), ('MAN', 77, 79), ('Participant', 62, 68), ('MAN', 70, 72), ('RES', 27, 31), ('RES', 46, 48), ('Participant', 15, 25), ('Object', 48, 59), ('Object', 72, 76), ('MAN', 60, 62), ('RES', 0, 2)]
当日早上5时22分政府专职消防队陆续到场进行灭火救援，5时48分奋斗街消防救援站到场进行灭火救援。	[('RES', 40, 42), ('RES', 22, 26), ('Participant', 9, 16), ('Participant', 32, 40), ('Time', 0, 9), ('RES', 44, 48), ('Time', 27, 32), ('RES', 18, 20)]
事故原因正在调查中。	[('MAN', 6, 8), ('Object', 0, 4)]
事发后，紫阳县委、县政府迅速组织应急管理局、公安、交警、消防、路政等相关部门赶到现场，开展救援工作。	[('Participant', 16, 38), ('Object', 45, 49), ('RES', 43, 45), ('Participant', 4, 12), ('Location', 40, 42), ('RES', 14, 16), ('RES', 38, 40), ('Time', 0, 3)]
相关情况及善后工作正在进行中。	[('Object', 0, 4), ('Object', 5, 9), ('MAN', 11, 13)]
2018年5月3日上午10:05，许昌经济技术开发区消防部门接到报警，龙湖街道办事处屯北社区一居民自建房在施工过程中发生坍塌。	[('BUILD', 60, 62), ('Location', 35, 52), ('RES', 30, 34), ('Participant', 17, 30), ('Time', 0, 16)]
同时，环保部门在周边布设4个监测点，对环境指标实时监测。	[('MAN', 10, 12), ('Object', 12, 17), ('Participant', 3, 7), ('MAN', 23, 27), ('Time', 0, 2), ('Object', 19, 23), ('Location', 8, 10)]
2021年5月24日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
